Name,Team,PA,AB,H,HR,R,BB,HBP,OBP,SLG
Taylor Walls,TBR,27.4991,24.0409,5.072,0.3403,2.7927,2.9424,0.165,0.299022,0.310092
Nathaniel Lowe,CLE,18.7262,16.3645,4.0474,0.6005,2.0826,2.058,0.1311,0.333745,0.405927
Nick Sogard,BOS,18.2203,15.8768,3.7835,0.2699,1.9548,1.9787,0.1458,0.325851,0.347942
Josh Smith,TOR,17.7735,15.4569,3.6447,0.3677,1.8941,1.7773,0.3377,0.325451,0.361534
Christian Vázquez,HOU,12.5105,11.4107,2.5538,0.29,1.2499,0.8395,0.1001,0.280743,0.341276
Jordan Lawlar,ARI,20.6683,18.6664,4.304,0.5691,2.2955,1.424,0.3307,0.294505,0.383555
Tyler Stephenson,CIN,21.1475,18.5888,4.3982,0.671,2.3044,2.1507,0.2115,0.320416,0.394835
Harry Ford,WSN,11.1207,9.5763,2.102,0.2557,1.1339,1.2778,0.1446,0.318084,0.348725
Mickey Gasper,BOS,13.501,11.6512,2.9428,0.3937,1.709,1.4932,0.2025,0.345101,0.414069
Nick Fortes,TBR,11.7392,10.7435,2.6283,0.2822,1.2075,0.628,0.223,0.297842,0.375148
Ryan O'Hearn,PIT,27.4867,24.511,6.5016,0.9008,3.1577,2.4243,0.3024,0.336432,0.428216
Jake Rogers,CHW,9.204,8.1121,1.6462,0.2928,0.9682,0.8928,0.0828,0.286354,0.357885
Ke'Bryan Hayes,CIN,20.2777,18.5008,4.4345,0.4245,2.03,1.3809,0.1622,0.296035,0.359741
David Hamilton,MIL,19.8408,17.8123,3.9315,0.4386,2.2002,1.6587,0.119,0.289237,0.346918
Jonah Heim,ATH,19.297,17.526,4.0194,0.6367,2.0026,1.4396,0.1158,0.289998,0.383858
Spencer Torkelson,DET,24.9875,21.6535,4.8254,1.025,2.8715,2.7861,0.2999,0.317492,0.415536
Taylor Ward,SEA,11.9554,10.1597,2.2948,0.3673,1.4287,1.5375,0.1315,0.332855,0.382767
Christian Yelich,MIL,25.2273,22.0099,5.4981,0.7553,3.0044,2.7422,0.227,0.336558,0.4036
Austin Hedges,CLE,9.78043,8.7262,1.8737,0.2334,0.9485,0.8284,0.0978,0.287828,0.33412
Esteury Ruiz,MIA,25.1767,22.1962,5.0395,0.5763,2.9277,2.1023,0.5791,0.308071,0.361422
Bryan Torres,STL,18.6317,16.2913,4.2792,0.2395,1.9469,1.9992,0.1304,0.345454,0.361831
Josh Lowe,LAA,23.6427,21.3028,4.9771,0.7958,2.5347,1.9434,0.1419,0.2998,0.398666
Jonny DeLuca,TBR,16.0741,14.765,3.5547,0.4566,1.7479,0.9902,0.1607,0.293557,0.394209
Brett Baty,NYM,20.0742,17.9379,4.3129,0.6314,2.1768,1.7665,0.1405,0.311124,0.39363
Miguel Rojas,LAD,11.497,10.5228,2.7649,0.2267,1.2452,0.7393,0.1035,0.315113,0.384118
Andruw Monasterio,BOS,11.5459,10.3194,2.5574,0.2056,1.2031,0.9664,0.127,0.317549,0.369585
Osleivis Basabe,SFG,21.357,19.6898,4.7489,0.4364,2.0662,1.2259,0.2136,0.290818,0.362243
José Caballero,NYY,11.7097,10.3524,2.3582,0.263,1.2986,1.0082,0.2108,0.306856,0.3516
Angel Martínez,CLE,14.8155,13.7211,3.3702,0.4769,1.6524,0.7615,0.1778,0.291892,0.41254
Freddy Fermin,SDP,8.11408,7.3535,1.7371,0.1768,0.8064,0.5875,0.073,0.296938,0.35428
Alan Roden,MIN,11.5682,10.1806,2.619,0.2723,1.2727,1.0573,0.1967,0.336271,0.3959
Hao-Yu Lee,DET,9.64297,8.7019,2.1346,0.2723,1.0909,0.7358,0.0964,0.308916,0.39889
Carlos Narváez,BAL,12.1519,10.7883,2.2628,0.306,1.2104,1.0548,0.158,0.287432,0.340359
Christian Koss,SFG,25.3071,23.4554,5.5999,0.5029,2.4429,1.2021,0.329,0.283262,0.355611
Taylor Trammell,HOU,16.054,13.981,2.9645,0.5555,1.8404,1.7049,0.1766,0.303243,0.387004
Ben Ross,MIN,17.4058,15.6639,3.2716,0.424,1.7873,1.3803,0.1392,0.276737,0.345495
Leody Taveras,BAL,15.7355,14.2787,3.3277,0.3674,1.6338,1.2116,0.0629,0.293747,0.368724
Dustin Harris,SDP,20.0731,18.071,4.3987,0.4319,2.3127,1.5537,0.2208,0.308875,0.374584
Héctor Rodríguez,CIN,24.2637,22.4361,5.5466,1.0135,2.761,1.3563,0.1941,0.293783,0.436649
Dylan Crews,WSN,26.2343,23.7263,5.5725,0.8144,2.8636,1.8469,0.3935,0.298707,0.39264
Justin Foscue,TEX,12.4115,11.0449,2.5839,0.4059,1.4647,1.0637,0.1613,0.308336,0.403535
Brenton Doyle,CHW,13.1738,12.106,2.6947,0.3785,1.3924,0.8563,0.0659,0.275689,0.362101
Jorbit Vivas,WSN,14.1201,12.2858,2.9554,0.1999,1.3901,1.4417,0.24,0.32963,0.344503
Andrew Vaughn,MIL,22.5685,20.2475,5.1392,0.6916,2.5328,1.8416,0.2708,0.32201,0.41451
Nick Loftin,KCR,14.5423,12.8038,3.1078,0.2888,1.5615,1.3902,0.189,0.323578,0.374623
Ryan Waldschmidt,ARI,19.6188,17.3166,4.0597,0.3555,2.1328,1.7245,0.3335,0.313408,0.356923
Elias Díaz,TEX,13.7613,12.6029,2.8301,0.3801,1.3726,0.8504,0.1376,0.278824,0.361742
Danny Jansen,TEX,13.2123,11.4548,2.4732,0.4688,1.5069,1.3688,0.2246,0.309337,0.387968
Shay Whitcomb,SFG,23.4641,21.6387,4.8639,0.8214,2.3881,1.3703,0.2112,0.275474,0.383896
Eugenio Suárez,CIN,26.3398,23.1609,5.1374,1.3768,3.1507,2.4891,0.4478,0.307193,0.441732
Mike Yastrzemski,ATL,19.974,17.4079,4.0065,0.6802,2.2952,2.1572,0.1798,0.318964,0.403834
Jake Mangum,PIT,25.973,24.0249,6.5868,0.2777,2.7675,1.3012,0.3376,0.31824,0.370353
Brock Rodden,SEA,10.9379,9.9249,2.1434,0.2873,1.1409,0.7744,0.0984,0.27725,0.356769
Dane Myers,CIN,13.495,12.0756,2.9639,0.3251,1.4529,1.1255,0.1484,0.315261,0.369688
Jhonny Pereda,SEA,5.79984,5.1599,1.2795,0.0953,0.5871,0.5144,0.0522,0.319948,0.35272
Lazaro Montes,SEA,18.1127,16.0904,3.3936,0.9155,2.1187,1.6247,0.163,0.287572,0.423594
Alex Freeland,LAD,11.3707,9.9464,2.2331,0.3012,1.2887,1.1917,0.091,0.310756,0.365821
Luisangel Acuña,CHW,9.56213,8.8665,2.2695,0.1258,0.9704,0.5164,0.0669,0.299648,0.349721
Ethan Salas,SDP,11.9604,10.8475,2.5316,0.2842,1.2485,0.8899,0.0837,0.294389,0.368011
Jose Siri,LAA,17.2589,15.7058,3.3214,0.6456,1.8156,1.146,0.2071,0.271996,0.38212
Andrew Knizner,SFG,10.0967,9.0229,2.1058,0.2508,0.9854,0.7795,0.1817,0.304998,0.367077
Ali Sánchez,NYY,6.85352,6.2761,1.3988,0.1553,0.666,0.4304,0.0617,0.277287,0.338012
Cody Freeman,TEX,9.47758,8.7482,2.1796,0.2582,0.9993,0.5478,0.0663,0.296162,0.391715
Ryan Vilade,TBR,13.3653,11.9995,2.8579,0.3767,1.4601,1.1066,0.1337,0.307387,0.389466
Nick Allen,HOU,9.36198,8.4494,2.0035,0.1205,0.9145,0.7321,0.0749,0.301433,0.327491
Carlos Cortes,ATH,20.5986,18.5372,4.5427,0.6705,2.2832,1.6808,0.1648,0.311189,0.411438
Michael Arroyo,SEA,10.2474,9.1799,2.1796,0.2776,1.1063,0.7153,0.2254,0.306011,0.38386
Jorge Mateo,TBR,13.5708,12.5197,2.7237,0.3221,1.4507,0.7952,0.095,0.267526,0.34996
Paul Goldschmidt,NYY,13.722,12.3156,3.0966,0.4646,1.6322,1.1526,0.1098,0.318848,0.416967
Nasim Nuñez,WSN,17.7925,15.7382,3.5941,0.1644,1.8028,1.7276,0.1068,0.306614,0.301674
Randal Grichuk,CHW,10.6263,9.8068,2.4631,0.4288,1.2549,0.6163,0.0956,0.299735,0.443967
Gary Sánchez,MIL,8.87093,7.6409,1.6817,0.3864,1.0466,0.9918,0.1508,0.319245,0.415514
Myles Straw,TOR,17.0061,15.3101,3.6698,0.1569,1.667,1.3945,0.102,0.305146,0.326497
John Rave,KCR,17.0677,15.1756,3.5233,0.4716,1.8598,1.5975,0.1024,0.307271,0.384018
Kerry Carpenter,DET,11.0746,10.0572,2.4128,0.5168,1.3499,0.7564,0.155,0.30098,0.449946
Adael Amador,COL,15.1302,13.3411,3.2762,0.395,1.6975,1.4782,0.121,0.323835,0.390223
Jared Triolo,PIT,9.55047,8.3977,2.0512,0.1528,1.0173,0.9388,0.0955,0.324711,0.351108
Christian Franklin,BAL,13.6394,11.835,2.6603,0.2242,1.3755,1.4676,0.1773,0.317053,0.334085
Max Muncy,ATH,15.2081,13.8489,3.2274,0.498,1.5886,0.9657,0.2281,0.291782,0.395006
Anthony Santander,TOR,10.7403,9.4959,2.1711,0.4842,1.2852,1.0418,0.1074,0.309657,0.429828
Graham Pauley,MIA,14.9148,13.3944,2.9999,0.4707,1.6165,1.2006,0.1342,0.29209,0.386609
Nicky Lopez,TEX,10.9042,9.8066,2.396,0.0571,1.0184,0.8255,0.1418,0.30989,0.310505
Sung-Mun Song,SDP,9.95457,9.028,2.1475,0.1929,1.0253,0.7705,0.0398,0.298451,0.347508
Charles McAdoo,TOR,10.3642,9.4172,2.21,0.3121,1.1361,0.7462,0.0829,0.294498,0.384541
Jacob Gonzalez,PIT,11.4472,10.4034,2.4658,0.3177,1.2267,0.7807,0.1259,0.295978,0.386229
Denzel Clarke,ATH,12.5155,11.2412,2.5374,0.3006,1.3346,0.9587,0.1627,0.293776,0.366162
Hunter Feduccia,LAD,6.60703,5.7786,1.278,0.1377,0.6963,0.7056,0.0396,0.3078,0.342886
Javier Báez,DET,16.074,15.0466,3.6039,0.3894,1.6249,0.614,0.209,0.276851,0.371273
Luis Lara,MIL,9.60536,8.4677,2.1147,0.1337,0.9979,0.9288,0.0961,0.328307,0.359318
Michael Stefanic,ATH,7.44216,6.4766,1.6944,0.0806,0.7432,0.7278,0.1563,0.347746,0.348038
Josue De Paula,LAD,15.6524,13.7611,3.4182,0.4694,1.8025,1.6091,0.1096,0.329489,0.406152
Michael Conforto,CHC,17.1065,14.7755,3.3808,0.5987,1.9557,1.9005,0.2395,0.324013,0.399621
Carlos Jorge,CIN,21.8436,20.0435,4.7291,0.4373,2.4648,1.3325,0.1966,0.288298,0.355986
Isiah Kiner-Falefa,BOS,7.32008,6.7142,1.7339,0.0839,0.7375,0.4377,0.0805,0.309117,0.347443
Blaze Alexander,BAL,4.82388,4.2973,1.0353,0.1062,0.5182,0.3763,0.0917,0.313168,0.369302
Pedro Pagés,STL,5.26473,4.8089,1.0855,0.1417,0.5258,0.3422,0.0474,0.281615,0.358481
LaMonte Wade Jr.,HOU,10.7297,9.0287,1.9931,0.2803,1.1916,1.4732,0.1073,0.334388,0.359409
Oswald Peraza,LAA,14.5622,13.2611,2.8848,0.3762,1.3933,0.8941,0.2476,0.277546,0.345627
Andrew Benintendi,CHW,23.5928,21.177,5.225,0.7222,2.5932,2.0526,0.1416,0.315141,0.401143
Travis d'Arnaud,LAA,11.1936,10.1759,2.1176,0.3244,1.0426,0.7309,0.1567,0.269614,0.350279
Nolan Gorman,STL,15.7766,13.8435,2.8296,0.6525,1.6908,1.6944,0.0789,0.292588,0.382613
Tyrone Taylor,CHC,8.68823,7.9828,1.9502,0.2566,0.9688,0.47,0.139,0.295701,0.404896
Matt Shaw,CHC,5.41152,4.7791,1.1668,0.1685,0.6492,0.5092,0.0595,0.322153,0.412463
Andrés Chaparro,WSN,14.2825,12.7665,3.0583,0.6115,1.7335,1.2169,0.1571,0.311198,0.436079
Rafael Marchán,PHI,4.68183,4.2365,0.9402,0.0987,0.4702,0.3277,0.0609,0.285175,0.340021
Oswaldo Cabrera,CIN,12.1602,11.0729,2.6879,0.3455,1.2887,0.8524,0.0851,0.299615,0.382772
Tyler Tolbert,KCR,12.2075,11.1472,2.5949,0.1657,1.2911,0.774,0.1465,0.289171,0.329841
Marcelo Mayer,SFG,6.04553,5.5153,1.3224,0.1524,0.5931,0.4129,0.0484,0.296266,0.381285
Alejandro Osuna,TEX,7.41107,6.529,1.6566,0.1332,0.7937,0.664,0.1334,0.33252,0.368969
Juan Brito,CIN,14.5168,12.8366,2.9302,0.3454,1.5431,1.3718,0.1307,0.30685,0.367808
Austin Martin,MIN,5.52865,4.758,1.1726,0.0549,0.6178,0.6236,0.0829,0.341512,0.340836
Jeremiah Jackson,BAL,5.06579,4.7582,1.1577,0.1802,0.5438,0.2052,0.0405,0.278342,0.410807
Rece Hinds,BAL,10.2233,9.3621,2.1161,0.3672,1.1142,0.6359,0.1022,0.280511,0.401192
Zach McKinstry,DET,13.8134,12.2496,2.8108,0.2364,1.4009,1.2764,0.1381,0.307036,0.356452
Petey Halpin,CLE,7.61292,6.9981,1.6077,0.1731,0.7688,0.4682,0.0533,0.281023,0.363384
Edmundo Sosa,PHI,11.2359,10.4484,2.6211,0.3437,1.2293,0.4494,0.2135,0.293406,0.410867
Romy Gonzalez,BOS,4.01204,3.6999,0.9638,0.1067,0.4414,0.2319,0.0401,0.30895,0.413417
José Tena,WSN,7.53673,6.8213,1.6647,0.1632,0.7758,0.5751,0.0603,0.306215,0.377377
Agustín Ramírez,MIA,13.5467,12.2263,2.9422,0.4496,1.5677,1.035,0.149,0.305482,0.412103
Daniel Schneemann,CLE,9.58366,8.4783,1.8332,0.2191,0.9599,0.9469,0.0575,0.297097,0.345234
Jahmai Jones,BOS,7.62254,6.651,1.5793,0.245,0.9305,0.7523,0.1372,0.325124,0.411728
Weston Wilson,SEA,5.68953,5.0647,1.0396,0.1784,0.5939,0.5104,0.0455,0.281751,0.351176
Rhys Hoskins,CLE,11.8215,10.1442,2.1691,0.4606,1.3406,1.4304,0.1419,0.317084,0.396187
Jesús Sánchez,ARI,11.8885,10.6666,2.7094,0.3663,1.3932,0.9618,0.1308,0.320966,0.418512
Alex Call,LAD,6.85015,5.8431,1.3543,0.1434,0.7631,0.8124,0.1165,0.334716,0.357002
Ildemaro Vargas,ARI,19.7974,18.2688,4.6896,0.3619,2.0751,1.1463,0.1584,0.304038,0.380397
Christopher Morel,NYM,8.30206,7.3805,1.6276,0.3351,0.9446,0.7472,0.0913,0.297896,0.402913
Brice Matthews,HOU,7.79538,7.0091,1.4789,0.2533,0.8456,0.6174,0.078,0.280161,0.36815
Victor Scott II,STL,9.18341,8.2395,1.8135,0.1213,0.9291,0.6961,0.1378,0.28965,0.312944
Ben Malgeri,DET,6.24157,5.5802,1.3245,0.16,0.6686,0.5143,0.0811,0.30868,0.384664
Brett Callahan,DET,11.6508,10.6032,2.5002,0.2832,1.2195,0.7491,0.1748,0.294962,0.374047
Everson Pereira,STL,11.9137,10.7416,2.3921,0.4452,1.2873,0.8685,0.1668,0.288866,0.392176
Aaron Judge,NYY,1,0.8057,0.2189,0.0648,0.1608,0.1749,0.01,0.40469,0.561003
James McCann,ARI,6.47365,5.9842,1.4635,0.196,0.6774,0.336,0.0777,0.291246,0.393286
Brett Harris,SFG,21.9208,19.3848,4.3476,0.4546,2.1355,1.8874,0.3946,0.303756,0.342655
Nelson Velázquez,HOU,5.59458,5.0224,1.0784,0.2517,0.6401,0.4655,0.0504,0.285824,0.409346
Abimelec Ortiz,WSN,21.3533,19.2445,4.4191,0.9009,2.5302,1.672,0.2349,0.296951,0.422661
Ben Williamson,TBR,3.23452,2.9469,0.7578,0.0376,0.3142,0.2222,0.0291,0.313229,0.357664
Davis Schneider,TOR,2.97365,2.4799,0.5095,0.1037,0.3447,0.4223,0.0387,0.327661,0.379007
Brewer Hicklen,ATL,6.39518,5.7407,1.3172,0.2131,0.7506,0.4752,0.1023,0.297623,0.39652
Wander Franco,TBR,1,0.8917,0.2395,0.0312,0.1249,0.0868,0.01,0.337752,0.444993
Connor Wong,BOS,8.93778,8.068,1.9304,0.1966,0.935,0.6239,0.1341,0.302298,0.36822
Kyle Higashioka,TEX,3.92682,3.5662,0.7959,0.1529,0.4319,0.2855,0.0275,0.283737,0.397145
Ronny Simon,PIT,8.13821,7.3125,1.909,0.1456,0.8868,0.669,0.0651,0.326127,0.383043
Victor Robles,SEA,2.95418,2.6519,0.6487,0.034,0.306,0.2062,0.062,0.311722,0.345224
Kaelen Culpepper,MIN,1.58557,1.4361,0.3529,0.0446,0.1728,0.1046,0.0254,0.30604,0.392243
Byron Buxton,MIN,1,0.8953,0.2226,0.0534,0.143,0.0781,0.015,0.317286,0.49045
Kyle Manzardo,CLE,6.86252,6.0707,1.345,0.2704,0.7773,0.6506,0.0824,0.303344,0.405999
Jasson Domínguez,NYY,2.27761,2.0531,0.5218,0.0726,0.264,0.1845,0.0182,0.318868,0.411768
Caden Bodine,TBR,1,0.9099,0.2471,0.0219,0.1101,0.0666,0.012,0.327107,0.400374
Daniel Susac,SFG,1,0.9214,0.2159,0.027,0.0983,0.0535,0.013,0.283705,0.374213
Max Schuemann,NYY,3.63637,3.1671,0.7096,0.0656,0.3828,0.3647,0.0618,0.313831,0.338796
Carlos Correa,HOU,1,0.8841,0.2353,0.0295,0.1219,0.0992,0.007,0.342459,0.423029
TJ Friedl,CIN,2.71132,2.3568,0.5514,0.0653,0.3084,0.2646,0.0569,0.323692,0.365241
Jordan Westburg,BAL,1,0.9124,0.2364,0.0411,0.1242,0.0631,0.014,0.314601,0.456817
Gavin Lux,TBR,1.87223,1.6316,0.3989,0.0245,0.1919,0.2099,0.0112,0.33219,0.350699
Miguel Andujar,SDP,7.40081,6.8743,1.8688,0.1923,0.8087,0.3937,0.0592,0.31464,0.416421
Enrique Hernández,LAD,15.5441,14.1895,3.2163,0.4478,1.631,1.0912,0.0777,0.283393,0.371514
Scott Bandura,SFG,18.8476,16.9413,4.2092,0.3,1.7903,1.5116,0.1885,0.314718,0.365934
Nick Kurtz,ATH,1,0.834,0.21,0.0558,0.1472,0.1481,0.007,0.36664,0.504436
Nick Madrigal,TBR,1.82851,1.6413,0.4367,0.0171,0.1807,0.1329,0.0347,0.331705,0.357522
Rainiel Rodriguez,STL,1,0.9076,0.2252,0.032,0.1117,0.0679,0.013,0.307422,0.409872
Samad Taylor,SDP,8.79739,7.875,1.85,0.1747,0.9418,0.7425,0.0704,0.304241,0.352051
Jacob Wilson,ATH,1,0.9257,0.2651,0.0223,0.1159,0.0514,0.012,0.329819,0.421087
Ricardo Olivar,MIN,1,0.9002,0.2125,0.0304,0.1095,0.0793,0.009,0.302099,0.391357
David Fry,CLE,6.27971,5.5329,1.1995,0.2145,0.6773,0.5947,0.0879,0.300641,0.380632
Seaver King,WSN,2.59484,2.3976,0.5796,0.0555,0.2613,0.1388,0.0285,0.289082,0.3667
Darell Hernaiz,ATH,2.18592,1.9569,0.4906,0.0267,0.2137,0.1851,0.0175,0.31861,0.345291
Josue Briceño,DET,1,0.8901,0.2016,0.0345,0.1113,0.0884,0.01,0.301296,0.392877
Matt Chapman,SFG,1,0.8649,0.2024,0.0327,0.1117,0.1139,0.012,0.329024,0.406983
Boston Smith,SEA,1,0.8708,0.1724,0.0368,0.1083,0.1077,0.01,0.291353,0.363918
Franklin Arias,BOS,1,0.9147,0.2429,0.0246,0.1105,0.0628,0.011,0.318068,0.403739
Ethan Anderson,BAL,1,0.9075,0.213,0.0281,0.1047,0.073,0.008,0.29527,0.373884
Khadim Diaw,MIN,1,0.8934,0.2165,0.0158,0.1008,0.0721,0.023,0.312946,0.352698
Mike Sirota,LAD,1,0.8687,0.2091,0.0321,0.1205,0.1078,0.012,0.33032,0.409808
Ralphy Velazquez,CLE,2.59484,2.3507,0.5708,0.1025,0.3021,0.1884,0.0259,0.303855,0.431744
Alex Jackson,MIN,2.07132,1.897,0.3954,0.0711,0.2119,0.1241,0.0269,0.264857,0.372114
Pedro Ramírez,CHC,10.7808,9.8131,2.5737,0.242,1.188,0.745,0.097,0.318228,0.398804
Luke Maile,KCR,1.47255,1.2956,0.2806,0.0286,0.1475,0.1378,0.0206,0.299679,0.330966
Yohandy Morales,WSN,16.2923,14.8764,3.6943,0.5568,1.7615,1.0981,0.1466,0.304127,0.414771
Rafael Devers,SFG,1,0.8638,0.2147,0.0478,0.1301,0.1189,0.008,0.342456,0.470248
Jim Jarvis,ATL,1.51577,1.3683,0.3384,0.0171,0.1616,0.1126,0.0152,0.309254,0.351385
Willy Adames,SFG,1,0.8825,0.2013,0.0379,0.1125,0.101,0.007,0.310106,0.408952
Tyler Soderstrom,ATH,1,0.8814,0.2248,0.0453,0.1272,0.0997,0.01,0.335137,0.471069
Jonathan India,KCR,1,0.8574,0.2094,0.0223,0.1207,0.1087,0.022,0.341981,0.379869
Bennett Thompson,CLE,1,0.8837,0.2038,0.017,0.0995,0.0948,0.01,0.309933,0.341632
Max Anderson,DET,1,0.9162,0.239,0.0277,0.1108,0.0623,0.01,0.312644,0.407225
J.C. Escarra,NYY,0.656205,0.5898,0.142,0.0158,0.0695,0.0505,0.0079,0.306891,0.379959
Jake Fraley,TBR,4.76138,4.2195,0.9965,0.1162,0.5072,0.4376,0.0524,0.313257,0.369143
Cam Cauley,TEX,1.60835,1.4688,0.3253,0.0441,0.1715,0.1121,0.0097,0.279089,0.370915
Alfredo Duno,CIN,1,0.8891,0.2044,0.0299,0.1076,0.0914,0.008,0.305112,0.382184
Buddy Kennedy,WSN,1,0.8798,0.2072,0.0213,0.104,0.0922,0.017,0.317607,0.362923
Joey Bart,CHW,1.1978,1.0468,0.2411,0.0338,0.1255,0.1102,0.0275,0.317466,0.369507
César Salazar,HOU,1,0.8748,0.1827,0.0217,0.1027,0.0882,0.025,0.297267,0.329447
Owen Ayers,CHC,1,0.8914,0.1991,0.0278,0.1078,0.0871,0.01,0.297479,0.369307
Kody Huff,CLE,1,0.8928,0.1958,0.0229,0.1025,0.0847,0.011,0.292759,0.356071
Henry Godbout,BOS,1,0.9057,0.2205,0.0261,0.1077,0.0668,0.016,0.30461,0.383571
Dalton Rushing,LAD,1,0.8789,0.2006,0.0406,0.1192,0.0939,0.015,0.310962,0.412903
Cam Cannarella,MIA,1,0.894,0.232,0.0228,0.1102,0.0835,0.011,0.32791,0.393065
Joshua Kuroda-Grauer,ATH,1,0.9308,0.2654,0.0154,0.1049,0.0464,0.012,0.324872,0.400408
Phil Clarke,,1,0.8745,0.1976,0.014,0.0978,0.1,0.014,0.312946,0.32064
Josh Rojas,KCR,2.55076,2.2968,0.5475,0.045,0.2586,0.2079,0.0153,0.303545,0.355277
Tim Tawa,ARI,21.4023,19.3545,4.4556,0.7111,2.3948,1.6458,0.1498,0.293401,0.393211
Luis Urías,TOR,1,0.8771,0.209,0.0287,0.1095,0.092,0.019,0.321479,0.385133
Gustavo Campero,LAA,1.59951,1.4455,0.3578,0.0487,0.1694,0.1014,0.0352,0.31028,0.403044
Matthew Wood,MIL,1,0.8677,0.1875,0.0231,0.1046,0.1098,0.011,0.309631,0.344474
Theo Gillen,TBR,1,0.8917,0.2133,0.0248,0.1104,0.0858,0.011,0.311439,0.382303
Drew Cavanaugh,SFG,18.388,16.1385,3.5769,0.389,1.7418,1.7303,0.2942,0.306069,0.340986
Jesus Rodriguez,SFG,1,0.8999,0.2315,0.019,0.1023,0.0792,0.009,0.321177,0.374153
Drew Millas,WSN,1,0.8978,0.2097,0.0183,0.0992,0.0803,0.009,0.300593,0.348964
Reed Trimble,BAL,1,0.9054,0.2053,0.0381,0.114,0.0721,0.011,0.289645,0.40645
Johanfran Garcia,BOS,1,0.9297,0.2177,0.034,0.1046,0.0478,0.011,0.277694,0.387329
Trevor Larnach,MIN,1,0.8773,0.2211,0.0318,0.1212,0.1036,0.008,0.33417,0.416049
Derek Hill,PHI,8.62948,7.917,1.8077,0.2561,0.9408,0.5178,0.0949,0.281674,0.374372
Ronny Mauricio,NYM,10.1346,9.4092,2.2479,0.3673,1.1475,0.4966,0.1013,0.28226,0.401256
Marco Luciano,NYY,1,0.8859,0.1937,0.0352,0.11,0.0963,0.006,0.297368,0.382436
Mitch Garver,NYY,1,0.8564,0.177,0.0348,0.1085,0.1216,0.011,0.310781,0.370504
Nolan Schanuel,LAA,1,0.8705,0.2356,0.023,0.1128,0.1049,0.015,0.356391,0.401723
Yohel Pozo,BAL,0.878675,0.835,0.2141,0.0265,0.0925,0.0278,0.0053,0.282643,0.405509
Anthony Seigler,BOS,1,0.8665,0.2028,0.0187,0.1149,0.1136,0.008,0.326063,0.367224
Bo Davidson,SFG,1,0.9112,0.2249,0.0325,0.1087,0.0703,0.007,0.303505,0.409241
Ryan Ritter,COL,2.49878,2.2431,0.5403,0.0532,0.2672,0.1799,0.045,0.307717,0.373011
Brooks Baldwin,CHW,1,0.913,0.231,0.0369,0.1144,0.068,0.007,0.307414,0.426944
Blaze Jordan,STL,1,0.9287,0.2423,0.0282,0.1078,0.0502,0.009,0.302924,0.417788
Zach Ehrhard,LAD,1,0.8885,0.2078,0.0328,0.118,0.089,0.011,0.309129,0.394823
Addison Barger,TOR,1,0.8949,0.2177,0.0378,0.1176,0.087,0.008,0.313641,0.431445
Tyler O'Neill,BAL,1,0.8748,0.2002,0.0432,0.1172,0.1056,0.01,0.316623,0.420096
Rafe Perich,TEX,1,0.9098,0.2155,0.0282,0.1071,0.0697,0.009,0.295471,0.387338
César Prieto,STL,1.93262,1.7941,0.4618,0.0342,0.1988,0.0914,0.0232,0.299818,0.374561
Cadyn Grenier,BAL,1,0.8739,0.1964,0.0144,0.0999,0.1036,0.011,0.312343,0.329672
Endy Rodríguez,PIT,1,0.8847,0.211,0.0266,0.1074,0.0973,0.007,0.316534,0.385894
Jake Munroe,LAA,1,0.8982,0.2137,0.0252,0.1021,0.0723,0.018,0.305313,0.375863
Luke Shliger,DET,1,0.8911,0.1964,0.0193,0.0997,0.0854,0.012,0.295069,0.335316
Blake Perkins,CLE,2.26054,1.9763,0.4379,0.0391,0.2263,0.2439,0.0158,0.309714,0.33588
Sean Keys,TOR,2.00994,1.7819,0.404,0.079,0.2301,0.1729,0.0342,0.305031,0.412313
Reese McGuire,CHW,1,0.9145,0.2049,0.0242,0.0964,0.063,0.01,0.279296,0.345763
Kristian Campbell,BOS,1,0.874,0.2072,0.0209,0.1031,0.1006,0.015,0.323869,0.361785
Aron Estrada,BAL,1,0.9312,0.2355,0.0255,0.1048,0.0493,0.008,0.294064,0.388424
Tommy Troy,ARI,4.07349,3.6579,0.8698,0.0811,0.4353,0.3255,0.0407,0.304884,0.362448
Zac Veen,COL,17.6083,15.9919,3.9532,0.6132,2.1012,1.2678,0.1409,0.305905,0.42791
Cooper Ingle,CLE,1,0.859,0.2024,0.0269,0.108,0.124,0.007,0.33437,0.385914
Nelson Quiroz,LAD,1,0.9172,0.2263,0.0154,0.1014,0.0623,0.009,0.298885,0.353031
Luis Rengifo,SDP,1,0.9035,0.2277,0.0217,0.1062,0.0754,0.01,0.314357,0.372108
Triston Casas,BOS,1,0.8572,0.2042,0.0417,0.1219,0.1246,0.009,0.338579,0.437704
Jake Meyers,HOU,1,0.9016,0.2161,0.0211,0.1026,0.0752,0.012,0.304487,0.363909
Leo De Vries,ATH,1,0.907,0.2144,0.0283,0.1079,0.0715,0.01,0.297178,0.387321
Austin Overn,TBR,1,0.9058,0.2056,0.0296,0.1133,0.0727,0.01,0.289545,0.379885
Aidan Miller,PHI,1,0.8835,0.2031,0.0218,0.1123,0.093,0.012,0.309431,0.362309
Jurickson Profar,ATL,1,0.8551,0.2162,0.0291,0.1302,0.1179,0.016,0.351647,0.408256
