#,Name,Team,G,PA,AB,H,HR,R,BB,HBP,OBP,SLG,wOBA,wRC+,ADP
733,Tyler O'Neill,BAL,84,328,288,65,13,39,33,4,0.311,0.399,0.304,96,999
734,Logan Porter,SFG,80,306,267,57,5,31,32,4,0.305,0.311,0.27,73,999
735,César Prieto,STL,119,487,453,116,7,55,23,6,0.3,0.366,0.28,80,999
736,Canyon Brown,KCR,88,294,258,56,3,35,20,6,0.286,0.302,0.255,57,999
737,Tai Peete,STL,139,593,550,125,14,63,38,1,0.277,0.369,0.277,78,999
738,Matt Koperniak,STL,111,462,422,102,10,49,34,3,0.301,0.358,0.284,82,999
739,Rosman Verdugo,SDP,128,550,489,97,16,62,51,7,0.282,0.344,0.269,74,999
740,Yohandy Morales,WSN,124,512,465,115,11,64,40,4,0.311,0.383,0.295,88,999
741,Jurickson Profar,ATL,96,414,357,88,10,50,47,6,0.341,0.389,0.318,103,999
742,Ivan Johnson,CIN,97,357,318,69,10,45,32,5,0.297,0.371,0.29,79,999
743,Willi Castro,COL,119,439,388,98,10,58,36,12,0.333,0.399,0.317,89,999
744,Jay Thomason,MIN,71,259,227,45,7,31,26,4,0.29,0.344,0.28,77,999
745,Rikuu Nishida,CHW,117,495,424,103,0,67,49,10,0.335,0.281,0.28,77,999
746,BJ Murray,CHC,117,480,420,91,12,50,54,4,0.31,0.35,0.286,83,999
747,Korey Lee,CHW,95,341,318,73,10,41,21,2,0.282,0.374,0.277,75,999
748,Jacob Amaya,ARI,109,406,362,80,7,45,37,2,0.294,0.326,0.266,67,999
749,Brooks Brannon,BOS,98,403,379,90,10,44,23,1,0.283,0.367,0.277,71,999
750,Noah Myers,TBR,108,421,360,76,7,49,51,3,0.313,0.317,0.284,79,999
751,Maui Ahuna,SFG,69,292,262,57,4,40,21,6,0.29,0.351,0.282,81,999
752,Davis Wendzel,PIT,100,382,342,72,9,37,31,7,0.288,0.333,0.272,70,999
753,Matt Suggs,WSN,52,182,165,31,3,20,13,3,0.258,0.297,0.244,53,999
754,Ryan Lasko,ATH,112,465,415,87,6,45,39,8,0.288,0.301,0.257,59,999
755,Will Bush,HOU,115,458,402,82,15,48,46,9,0.299,0.361,0.292,86,999
756,John Gil,ATL,130,538,486,111,7,73,44,4,0.297,0.323,0.27,70,999
757,Jakson Reetz,SEA,76,275,244,45,8,26,21,9,0.273,0.328,0.258,69,999
758,Lenyn Sosa,TOR,129,507,476,120,17,52,23,3,0.289,0.408,0.292,85,999
759,Jair Camargo,ATL,79,309,289,62,9,29,16,3,0.262,0.356,0.255,60,999
760,Jesús Báez,STL,113,480,441,102,14,57,32,4,0.288,0.363,0.277,77,999
761,Brett Callahan,DET,74,294,268,62,9,37,16,7,0.29,0.388,0.292,85,999
762,Sabin Ceballos,SFG,124,491,438,100,7,50,39,9,0.303,0.322,0.273,75,999
763,Elih Marrero,KCR,45,159,145,31,2,16,13,1,0.283,0.303,0.261,61,999
764,Jose Ramos,NYM,113,464,419,91,16,52,37,4,0.284,0.377,0.28,81,999
765,James Triantos,CHC,123,512,470,116,7,64,31,6,0.299,0.347,0.274,75,999
766,Matt Mervis,,103,410,371,83,16,48,31,5,0.29,0.407,0.299,90,999
767,Ryan Fitzgerald,LAD,88,321,286,61,8,33,27,5,0.291,0.36,0.283,80,999
768,Austin Charles,KCR,103,402,363,81,7,43,26,5,0.281,0.333,0.267,65,999
769,Wes Clarke,,108,460,393,85,18,49,59,5,0.324,0.405,0.313,101,999
770,Christian Vázquez,HOU,69,237,217,47,4,19,15,2,0.271,0.309,0.247,55,999
771,Aaron Schunk,ATL,106,399,369,86,7,43,23,2,0.28,0.35,0.266,67,999
772,Deyvison De Los Santos,MIA,127,528,490,120,18,62,31,5,0.295,0.394,0.293,85,999
773,Alex Verdugo,,101,413,374,91,8,49,32,2,0.303,0.366,0.287,86,999
774,Cooper Kinney,TBR,127,516,480,114,13,54,30,3,0.285,0.373,0.28,76,999
775,Luis Urías,ARI,102,378,329,78,8,36,36,10,0.328,0.356,0.298,89,999
776,Tristan Peters,CHW,125,499,447,106,9,59,44,4,0.309,0.362,0.292,85,999
777,Maxwell Romero Jr.,WSN,86,322,290,57,8,24,21,5,0.26,0.324,0.252,58,999
778,Brendan Rodgers,BOS,96,367,335,81,7,39,27,3,0.302,0.364,0.281,74,999
779,Jhonny Pereda,SEA,80,274,243,56,3,23,28,1,0.311,0.313,0.27,77,999
780,Billy Cook,PIT,111,433,389,91,10,46,32,6,0.3,0.373,0.291,83,999
781,Nathaniel Lowe,CIN,132,527,469,116,16,55,53,3,0.326,0.394,0.313,95,999
782,Noah Mendlinger,STL,116,459,398,98,1,50,39,15,0.334,0.307,0.285,83,999
783,Griff O'Ferrall,BAL,128,518,468,106,3,51,39,4,0.29,0.295,0.261,66,999
784,Jon Berti,,91,286,257,59,3,31,23,3,0.298,0.304,0.264,68,999
785,Ezequiel Duran,TEX,116,389,359,87,9,45,23,4,0.294,0.379,0.286,83,999
786,Mac Horvath,TBR,110,463,412,91,14,66,43,2,0.294,0.362,0.286,81,999
787,Harold Castro,,91,333,308,78,8,31,16,2,0.293,0.383,0.287,79,999
788,Maverick Handley,ATL,77,276,239,49,3,26,26,6,0.297,0.289,0.256,63,999
789,Woody Hadeen,DET,122,500,445,97,6,68,35,20,0.304,0.301,0.272,72,999
790,Diego Castillo,TEX,100,395,351,85,6,44,39,2,0.319,0.35,0.286,78,999
791,Onil Perez,SFG,79,334,298,69,2,33,29,4,0.305,0.305,0.264,69,999
792,Jorge Mateo,ATL,103,317,292,64,6,40,18,2,0.267,0.353,0.263,65,999
793,Andrew Vaughn,MIL,131,532,481,119,19,51,41,6,0.312,0.422,0.309,98,999
794,Kervin Pichardo,WSN,113,422,383,82,10,41,27,6,0.275,0.337,0.262,65,999
795,Ryan O'Hearn,PIT,117,409,363,91,10,44,39,4,0.328,0.386,0.309,95,999
796,Josh Rivera,TOR,123,424,380,77,7,42,38,2,0.277,0.297,0.253,59,999
797,Isan Díaz,,66,265,234,50,9,29,26,2,0.297,0.368,0.287,80,999
798,Jean Carlos Sio,SFG,123,525,476,112,6,66,36,10,0.302,0.332,0.277,78,999
799,Jared Serna,MIA,121,523,475,110,9,63,36,8,0.295,0.341,0.268,68,999
800,Spencer Packard,SEA,103,437,386,91,6,41,41,8,0.32,0.334,0.287,89,999
801,Guy Lipscomb,CLE,103,407,367,86,5,48,32,3,0.3,0.332,0.277,77,999
802,Juan Flores,LAA,111,424,387,82,11,45,17,11,0.264,0.336,0.251,56,999
803,Jack Winkler,HOU,108,403,367,75,7,41,27,6,0.269,0.308,0.251,58,999
804,Adolis García,PHI,107,438,398,92,16,50,30,5,0.29,0.405,0.294,86,999
805,Tyler Gentry,DET,106,421,376,85,10,45,35,6,0.3,0.367,0.285,78,999
806,David McCabe,ATL,118,481,428,102,11,47,48,1,0.314,0.367,0.293,86,999
807,Avery Owusu-Asiedu,ARI,121,451,403,91,8,56,36,5,0.295,0.347,0.275,73,999
808,Mike Tauchman,NYM,90,319,276,61,6,38,37,4,0.32,0.337,0.291,88,999
809,Jim Jarvis,ATL,108,419,386,92,2,55,23,8,0.294,0.316,0.264,66,999
810,Cody Milligan,,98,398,354,80,3,44,36,3,0.301,0.316,0.271,71,999
811,Adrian Pinto,TOR,30,127,113,25,4,20,9,3,0.296,0.363,0.283,80,999
812,Ben Rortvedt,NYM,88,281,246,50,5,26,25,5,0.288,0.309,0.263,69,999
813,Brendan Durfee,SDP,87,365,331,67,7,30,24,8,0.271,0.317,0.255,64,999
814,Carlos Linarez,,52,175,161,33,3,14,10,1,0.254,0.298,0.235,48,999
815,Niko Kavadas,LAA,116,472,403,81,17,50,56,10,0.311,0.375,0.301,91,999
816,Taylor Walls,TBR,107,344,303,64,5,41,35,1,0.292,0.317,0.269,69,999
817,Carlos Sanchez,CIN,129,523,460,108,7,53,46,2,0.306,0.33,0.278,71,999
818,TJ Rumfield,COL,123,499,445,119,12,59,42,8,0.339,0.409,0.319,90,999
819,Gilberto Celestino,TEX,106,387,345,81,4,42,39,3,0.318,0.313,0.272,75,999
820,Kody Hoese,,101,402,366,84,9,42,30,3,0.291,0.358,0.275,75,999
821,Ryan Jackson,SDP,126,538,473,102,5,46,53,7,0.303,0.288,0.264,70,999
822,Raylin Heredia,PHI,77,283,263,66,10,36,13,3,0.291,0.426,0.301,90,999
823,Weston Eberly,,33,114,98,16,1,9,10,3,0.259,0.224,0.223,38,999
824,Jake Burger,TEX,113,437,403,94,19,48,24,7,0.286,0.427,0.301,93,999
825,Scott Bandura,SFG,117,506,453,107,7,70,42,7,0.309,0.342,0.284,83,999
826,Richie Martin Jr.,TEX,91,335,300,63,2,39,22,9,0.283,0.297,0.254,61,999
827,Jax Biggers,HOU,98,363,314,65,3,36,40,2,0.299,0.283,0.262,65,999
828,Julian Brock,TEX,86,342,316,69,4,37,19,4,0.269,0.313,0.247,56,999
829,Joe Lampe,CLE,119,466,419,93,7,49,36,5,0.29,0.337,0.274,75,999
830,Ramón Rodríguez,MIL,68,245,220,50,4,20,17,4,0.291,0.318,0.259,64,999
831,Abraham Toro,KCR,110,410,371,90,9,43,32,4,0.307,0.388,0.299,88,999
832,Troy Johnston,COL,111,441,399,104,10,50,31,9,0.327,0.409,0.314,87,999
833,Stuart Fairchild,CLE,106,303,265,57,7,38,25,8,0.3,0.355,0.286,82,999
834,Turner Hill,SFG,97,384,341,81,1,40,30,6,0.308,0.314,0.274,75,999
835,Ismael Munguia,TOR,97,370,331,83,5,46,22,11,0.317,0.344,0.287,83,999
836,Kenedy Corona,NYY,116,443,397,85,9,49,36,5,0.286,0.33,0.265,68,999
837,Conner Capel,COL,104,381,341,80,8,38,36,2,0.31,0.367,0.292,72,999
838,Drew Romo,CHW,97,369,339,77,8,36,21,4,0.278,0.345,0.262,65,999
839,Josh Kasevich,TOR,105,422,385,96,3,42,30,4,0.308,0.317,0.266,68,999
840,Ryan Mountcastle,BAL,103,414,382,97,13,43,24,3,0.3,0.416,0.299,92,999
841,Dane Myers,CIN,101,358,324,79,9,40,27,5,0.31,0.37,0.29,80,999
842,Ripken Reyes,,99,392,324,68,3,42,30,20,0.314,0.293,0.275,78,999
843,Donovan Walton,LAA,97,367,328,76,5,40,28,5,0.299,0.323,0.271,70,999
844,Druw Jones,ARI,135,576,524,122,4,67,42,3,0.291,0.321,0.262,64,999
845,Jhonkensy Noel,BAL,139,496,457,104,22,58,29,8,0.284,0.418,0.297,90,999
846,Dylan Moore,PHI,108,289,251,53,10,37,29,7,0.308,0.39,0.302,91,999
847,Corey Julks,DET,104,405,367,89,9,50,33,3,0.309,0.379,0.292,86,999
848,Blake Hunt,SDP,78,300,272,58,7,28,21,5,0.28,0.346,0.264,70,999
849,Greg Allen,,80,274,241,51,4,30,16,11,0.289,0.32,0.268,71,999
850,Blaine Crim,TEX,114,488,435,113,15,58,42,6,0.33,0.428,0.32,91,999
851,Lourdes Gurriel Jr.,ARI,105,432,398,102,11,43,25,5,0.306,0.394,0.294,86,999
852,Christopher Morel,MIA,123,451,401,92,17,53,43,4,0.309,0.411,0.307,94,999
853,José Rodríguez,,87,376,355,89,8,47,17,2,0.287,0.369,0.277,74,999
854,Ronaiker Palma,,63,235,216,54,1,22,14,2,0.3,0.31,0.26,50,999
855,Reese McGuire,CHW,82,252,231,50,6,21,14,2,0.264,0.329,0.252,58,999
856,Devin Saltiban,PHI,100,422,386,81,14,56,25,9,0.273,0.368,0.276,73,999
857,Garrett Stubbs,PHI,74,251,223,49,4,30,20,4,0.294,0.318,0.272,70,999
858,Carlos Rodríguez,SDP,130,512,463,114,5,50,41,2,0.308,0.328,0.277,79,999
859,Felnin Celesten,SEA,117,507,467,107,8,58,35,2,0.284,0.34,0.266,74,999
860,Payton Eeles,BAL,104,438,379,90,3,56,37,17,0.33,0.314,0.284,82,999
861,Sammy Hernandez,STL,99,408,357,73,3,39,30,13,0.289,0.266,0.245,55,999
862,Connor Charping,SEA,60,239,206,46,1,27,23,8,0.322,0.272,0.271,78,999
863,Caleb Ricketts,PHI,75,302,280,65,6,31,16,5,0.285,0.339,0.27,69,999
864,Romy Gonzalez,BOS,105,337,312,80,8,41,18,3,0.3,0.407,0.297,85,999
865,Javi Vaz,KCR,108,483,418,100,4,57,43,6,0.318,0.321,0.285,78,999
866,Charlie Condon,COL,114,463,411,101,13,47,37,12,0.324,0.399,0.31,85,999
867,Will Taylor,PIT,105,434,385,86,10,59,34,11,0.303,0.371,0.297,87,999
868,Tucker Flint,LAA,123,483,423,90,14,59,48,8,0.304,0.366,0.292,85,999
869,Austin Slater,NYM,101,259,225,51,5,33,27,4,0.318,0.347,0.288,83,999
870,Tristan Gray,MIN,103,387,353,77,11,41,26,4,0.277,0.377,0.279,76,999
871,Callan Moss,PIT,132,544,484,117,11,65,50,6,0.318,0.382,0.304,92,999
872,Sam Hilliard,,98,363,323,73,10,44,35,1,0.301,0.396,0.297,76,999
873,Leo Balcazar,CIN,139,591,536,132,14,67,39,7,0.304,0.366,0.283,75,999
874,Jace Bohrofen,TOR,104,423,377,77,13,46,39,6,0.288,0.369,0.284,81,999
875,Dayan Frias,CLE,124,478,424,89,7,47,45,4,0.29,0.307,0.263,67,999
876,Rodolfo Castro,,121,452,406,89,13,49,36,7,0.292,0.365,0.28,78,999
877,Nick Solak,SDP,96,374,335,83,7,44,30,7,0.321,0.361,0.295,91,999
878,Chase Strumpf,,97,385,331,63,9,41,45,6,0.297,0.317,0.272,74,999
879,Óscar Mercado,,98,365,322,73,6,41,31,5,0.301,0.342,0.28,76,999
880,Euribiel Angeles,ATH,129,503,468,120,5,47,25,4,0.299,0.344,0.27,68,999
881,Francisco Urbaez,CIN,96,385,347,88,5,42,29,4,0.315,0.363,0.292,80,999
882,Levi Jordan,WSN,98,375,342,79,5,41,23,7,0.291,0.327,0.266,68,999
883,Hyeseong Kim,LAD,118,372,347,78,7,43,17,5,0.27,0.334,0.264,67,999
884,Devonte Brown,,101,377,331,68,10,41,39,5,0.297,0.341,0.281,79,999
885,Peyton Graham,DET,101,396,357,78,5,46,29,8,0.291,0.314,0.265,67,999
886,Hunter Stovall,,94,369,343,78,5,38,20,2,0.272,0.315,0.248,53,999
887,Kellen Strahm,HOU,99,402,356,79,5,44,40,2,0.302,0.303,0.265,68,999
888,Jorge Burgos,TOR,109,445,405,86,17,47,33,4,0.276,0.393,0.284,81,999
889,Gavin Cross,KCR,113,471,433,99,13,56,31,3,0.283,0.379,0.284,77,999
890,Yordys Valdes,,109,416,385,82,7,43,21,3,0.258,0.317,0.247,56,999
891,Alejo Lopez,SEA,105,412,367,92,3,40,33,9,0.326,0.327,0.285,78,999
892,Josh Bell,MIN,109,431,376,92,13,41,48,4,0.334,0.399,0.312,98,999
893,Braden Shewmake,HOU,101,369,338,72,7,41,23,3,0.267,0.328,0.254,61,999
894,Hudson Haskin,,88,327,283,60,5,33,26,13,0.306,0.318,0.276,76,999
895,Will Wilson,SEA,111,410,369,75,8,41,30,4,0.269,0.312,0.248,62,999
896,Tavian Josenberger,BAL,85,343,293,58,7,40,36,2,0.288,0.321,0.268,71,999
897,Damon Dues,,57,208,179,41,1,25,26,1,0.329,0.302,0.284,83,999
898,Anthony Santander,TOR,105,438,389,87,19,46,41,5,0.304,0.419,0.307,97,999
899,Tyler Freeman,COL,110,411,357,95,5,51,32,17,0.352,0.37,0.312,85,999
900,Jordan Groshans,ATL,105,405,368,88,4,38,32,3,0.304,0.313,0.266,67,999
901,Jacob Hurtubise,MIL,104,347,282,58,2,48,38,16,0.33,0.28,0.28,78,999
902,Jeferson Morales,,93,352,314,74,6,37,27,9,0.313,0.366,0.296,88,999
903,Joc Pederson,TEX,92,302,260,57,11,33,33,7,0.321,0.392,0.309,99,999
904,Brian Navarreto,MIA,68,238,219,46,4,23,14,2,0.261,0.311,0.241,49,999
905,Ethan O'Donnell,MIA,125,485,427,99,9,56,36,8,0.301,0.349,0.284,79,999
906,Luis Castro,,83,360,328,76,10,43,24,6,0.294,0.39,0.292,86,999
907,Nick Mitchell,CLE,92,392,346,78,3,48,35,6,0.304,0.309,0.271,73,999
908,Aaron Parker,TOR,71,295,272,59,8,31,17,5,0.275,0.364,0.265,68,999
909,Zac Veen,COL,111,455,409,104,12,53,37,4,0.32,0.411,0.312,86,999
910,Kyle Higashioka,TEX,71,225,207,43,6,19,14,1,0.258,0.338,0.253,60,999
911,Ben McLaughlin,ARI,111,415,363,85,6,36,45,4,0.324,0.344,0.29,83,999
912,Derek Berg,PIT,93,347,305,57,6,34,31,6,0.272,0.302,0.249,55,999
913,Terrin Vavra,,92,323,283,69,3,36,28,3,0.317,0.332,0.282,80,999
914,Daniel Johnson,HOU,97,368,338,79,10,44,23,4,0.288,0.379,0.285,80,999
915,Anthony Prato,,101,384,329,76,3,43,40,11,0.332,0.331,0.292,84,999
916,Cade Marlowe,ATH,89,365,325,79,9,45,33,4,0.318,0.388,0.308,94,999
917,Gary Sánchez,MIL,73,255,226,45,10,25,21,6,0.282,0.367,0.278,77,999
918,George Springer,TOR,97,410,361,86,12,53,42,5,0.324,0.385,0.304,95,999
919,Connor Kaiser,KCR,96,344,300,57,5,34,35,3,0.28,0.297,0.252,55,999
920,Christian Walker,HOU,103,428,382,82,15,44,36,6,0.29,0.382,0.287,83,999
921,Vimael Machín,COL,99,383,349,88,8,37,29,2,0.311,0.384,0.295,74,999
922,Yasmani Grandal,,59,217,191,42,4,15,22,2,0.306,0.319,0.27,67,999
923,Rudy Martin Jr.,KCR,83,333,291,68,5,39,28,3,0.307,0.34,0.284,77,999
924,Chris Meyers,DET,100,399,363,84,11,47,28,7,0.298,0.372,0.289,84,999
925,Cameron Sisneros,CHC,92,375,329,76,9,31,34,9,0.317,0.362,0.295,89,999
926,Luca Tresh,KCR,90,347,314,72,10,33,26,2,0.29,0.382,0.285,78,999
927,David Bañuelos,MIN,40,129,116,22,3,12,10,2,0.266,0.31,0.252,57,999
928,Emmanuel Rivera,,106,350,320,78,5,32,23,4,0.3,0.344,0.273,74,999
929,Eddie Micheletti Jr.,TOR,111,471,407,83,12,43,50,10,0.304,0.359,0.286,82,999
930,Taylor Young,LAD,113,486,432,96,3,54,45,7,0.305,0.296,0.267,69,999
931,Elijah Green,WSN,106,440,407,83,15,62,30,3,0.264,0.364,0.266,68,999
932,Keith Jones II,TEX,128,507,447,102,13,45,52,4,0.313,0.38,0.301,93,999
933,Ben Gobbel,LAA,114,444,410,96,12,49,22,9,0.287,0.373,0.278,75,999
934,Mauricio Dubón,ATL,117,361,336,86,5,42,18,2,0.295,0.36,0.277,75,999
935,Erick Brito,PHI,113,401,360,81,2,39,25,6,0.286,0.292,0.249,54,999
936,Cam Collier,CIN,125,502,446,104,13,58,48,5,0.313,0.374,0.297,84,999
937,Caleb Lomavita,WSN,106,423,388,88,5,36,16,15,0.281,0.317,0.253,59,999
938,Chase Davis,STL,118,487,435,93,8,49,44,6,0.294,0.31,0.267,71,999
939,Keibert Ruiz,WSN,98,380,354,87,9,33,19,5,0.292,0.367,0.279,77,999
940,Capri Ortiz,LAA,119,485,439,100,6,57,30,7,0.287,0.319,0.267,67,999
941,Scott Kingery,CHC,92,341,310,61,7,34,24,2,0.257,0.313,0.249,58,999
942,Christian Yelich,MIL,104,448,394,93,12,56,50,3,0.326,0.371,0.305,95,999
943,Blaze Jordan,STL,133,538,499,124,13,60,31,5,0.297,0.385,0.285,83,999
944,Charlie Pagliarini,SEA,114,482,430,80,12,48,46,5,0.272,0.33,0.263,72,999
945,Jarred Kelenic,CHW,122,459,417,97,12,50,39,1,0.298,0.379,0.291,85,999
946,Max Schuemann,NYY,110,370,315,69,5,43,40,8,0.32,0.317,0.282,80,999
947,Noelvi Marte,CIN,121,484,444,115,16,62,32,5,0.314,0.423,0.313,95,999
948,Jake Fraley,TBR,99,322,286,67,6,36,30,5,0.317,0.343,0.292,85,999
949,Nick Maton,,98,343,297,63,9,36,38,5,0.31,0.354,0.293,86,999
950,Jesse Winker,,91,325,273,61,7,33,44,5,0.34,0.348,0.305,98,999
951,David García,MIL,75,284,249,47,1,26,26,8,0.285,0.245,0.238,50,999
952,Max Stassi,,63,232,205,40,4,19,22,4,0.284,0.293,0.249,59,999
953,Rhys Hoskins,CLE,91,362,313,68,12,36,41,4,0.312,0.383,0.299,92,999
954,Clay Dungan,SDP,113,457,401,82,6,49,42,6,0.287,0.309,0.262,69,999
955,Braylen Wimmer,COL,122,529,480,126,11,63,30,10,0.317,0.39,0.302,79,999
956,Alan Trejo,,98,353,324,72,8,38,20,4,0.274,0.355,0.267,70,999
957,Bryan Reynolds,PIT,125,532,475,115,13,54,47,7,0.318,0.383,0.302,90,999
958,Jose Torres,COL,103,393,361,82,9,45,23,4,0.279,0.352,0.271,58,999
959,Zack Short,DET,112,390,333,60,8,41,48,4,0.289,0.294,0.262,66,999
960,Eric Wagaman,NYM,118,442,406,105,10,49,31,2,0.312,0.401,0.299,90,999
961,Ian Moller,TEX,92,353,315,57,4,27,35,1,0.264,0.263,0.236,49,999
962,Weston Wilson,BAL,96,353,315,68,11,44,33,2,0.293,0.368,0.282,80,999
963,Justin Dean,CHC,106,373,332,69,4,45,34,5,0.29,0.298,0.26,65,999
964,José Azocar,,111,337,311,76,4,41,18,4,0.293,0.341,0.269,70,999
965,Danny Serretti,ARI,95,359,320,67,4,35,31,4,0.285,0.3,0.255,59,999
966,Josh Crouch,,75,293,269,56,7,27,18,5,0.27,0.331,0.251,56,999
967,Nelson Quiroz,LAD,62,231,215,55,2,23,14,1,0.303,0.335,0.272,72,999
968,Pascanel Ferreras,HOU,122,468,426,94,8,45,34,7,0.288,0.343,0.269,70,999
969,Dixon Machado,,81,322,282,57,3,26,32,3,0.288,0.262,0.241,53,999
970,Graysen Tarlow,STL,61,209,181,41,2,16,18,5,0.309,0.282,0.264,69,999
971,David Calabrese,LAA,122,466,420,87,12,47,35,3,0.272,0.338,0.267,67,999
972,Will Banfield,CIN,95,344,321,71,8,34,16,3,0.262,0.349,0.254,55,999
973,Oscar Gonzalez,,97,382,362,91,10,40,15,2,0.283,0.401,0.287,86,999
974,Cade Hunter,CIN,92,345,308,61,7,36,29,6,0.279,0.299,0.258,57,999
975,Blake Sabol,TBR,91,330,292,62,8,34,30,5,0.295,0.342,0.279,76,999
976,Poncho Ruiz,MIN,92,352,313,67,1,33,35,2,0.295,0.294,0.26,63,999
977,Austin Wynns,LAA,41,122,111,25,2,10,8,1,0.281,0.333,0.261,61,999
978,Andruw Musett,BOS,103,418,379,83,7,38,32,4,0.285,0.314,0.257,58,999
979,Rafael Ortega,,89,313,273,56,5,33,34,1,0.292,0.311,0.264,70,999
980,Eguy Rosario,,97,385,348,72,11,42,32,3,0.278,0.362,0.272,76,999
981,Pedro Pineda,ATH,95,378,346,77,10,35,26,3,0.281,0.367,0.275,71,999
982,Kevin Made,WSN,108,430,389,85,4,39,29,5,0.279,0.296,0.249,56,999
983,Clark Elliott,ATH,112,447,384,84,8,49,48,11,0.321,0.336,0.292,83,999
984,MJ Melendez,NYM,124,487,442,99,19,59,39,3,0.29,0.412,0.301,95,999
985,Caleb Cali,SEA,116,467,420,84,13,48,40,4,0.274,0.343,0.269,76,999
986,D'Andre Smith,NYM,104,396,367,90,7,42,20,8,0.298,0.362,0.278,80,999
987,J.T. Arruda,SEA,102,361,322,66,4,36,31,2,0.278,0.289,0.249,62,999
988,Yanquiel Fernández,NYY,133,500,464,107,16,55,30,3,0.28,0.381,0.281,79,999
989,Ben Hartl,TEX,87,347,301,61,2,37,18,25,0.3,0.272,0.257,63,999
990,Dakota Harris,STL,119,465,430,104,7,54,18,9,0.285,0.335,0.264,68,999
991,José Barrero,BAL,102,369,337,68,11,38,22,7,0.263,0.35,0.263,67,999
992,Jimmy Herron,,94,370,332,74,7,41,29,5,0.293,0.331,0.272,73,999
993,Zane Zielinski,SFG,123,489,437,91,2,56,33,11,0.279,0.259,0.237,50,999
994,Zach Dezenzo,HOU,80,317,288,70,10,43,24,3,0.306,0.399,0.298,90,999
995,Darren Baker,CHW,110,420,379,94,1,48,32,1,0.307,0.301,0.267,68,999
996,Dru Baker,CHW,109,423,385,95,5,48,28,6,0.307,0.332,0.279,77,999
997,Masataka Yoshida,BOS,88,348,314,84,7,35,25,6,0.33,0.395,0.31,94,999
998,Connor Wong,BOS,91,314,285,68,7,35,22,4,0.3,0.372,0.289,79,999
999,Orelvis Martinez,,116,465,417,85,18,48,37,7,0.277,0.384,0.278,76,999
1000,Jason Delay,BOS,75,243,224,50,2,19,14,3,0.277,0.304,0.248,51,999
1001,Eduardo Valencia,DET,105,406,369,90,16,49,28,4,0.301,0.42,0.301,92,999
1002,Sergio Alcántara,PHI,110,395,346,76,3,42,42,2,0.305,0.298,0.264,66,999
1003,John Spikerman,PHI,67,276,243,49,2,26,24,6,0.288,0.284,0.258,61,999
1004,Trent Farquhar,PHI,91,363,313,67,1,38,38,7,0.312,0.275,0.269,68,999
1005,Jose Altuve,HOU,101,430,389,95,11,50,35,4,0.312,0.375,0.293,87,999
1006,Blake Rambusch,SEA,108,385,341,78,0,53,34,7,0.31,0.279,0.265,74,999
1007,Richie Palacios,TBR,98,359,313,70,5,42,38,4,0.313,0.319,0.279,76,999
1008,Ryan McCrystal,CIN,98,363,331,76,4,37,17,4,0.275,0.335,0.262,60,999
1009,Will Robertson,BAL,108,403,365,80,15,47,31,5,0.288,0.405,0.292,87,999
1010,Tim Locastro,,94,324,278,60,4,42,20,16,0.304,0.32,0.28,81,999
1011,Trey Lipscomb,WSN,122,470,439,106,7,47,26,2,0.286,0.342,0.265,67,999
1012,Will Simpson,TBR,121,495,450,104,14,52,38,2,0.291,0.378,0.289,83,999
1013,Ryan Cesarini,CLE,117,462,409,90,5,47,39,9,0.299,0.318,0.272,73,999
1014,Bryan Broecker,TBR,67,245,210,37,2,21,29,3,0.284,0.233,0.233,44,999
1015,Duke Ellis,NYY,95,307,275,61,4,39,22,3,0.286,0.32,0.264,68,999
1016,Dub Gleed,TOR,83,321,280,65,3,26,32,7,0.325,0.318,0.285,79,999
1017,Cam Eden,,102,351,317,64,4,34,24,6,0.269,0.29,0.243,53,999
1018,Luke Maile,KCR,48,135,117,25,2,11,14,2,0.306,0.308,0.266,65,999
1019,Christian Arroyo,NYM,73,262,242,57,5,27,15,3,0.286,0.347,0.267,72,999
1020,Marcell Ozuna,PIT,108,439,380,89,14,44,54,2,0.33,0.389,0.309,95,999
1021,Max Holy,HOU,102,412,361,68,3,46,45,3,0.282,0.249,0.241,51,999
1022,David Hensley,,90,353,306,65,6,47,44,1,0.313,0.333,0.283,79,999
1023,Luis Guillorme,,97,305,269,58,1,24,33,1,0.303,0.271,0.25,57,999
1024,René Pinto,PHI,75,279,261,55,10,31,14,2,0.254,0.379,0.263,64,999
1025,Andrew Knizner,COL,80,253,224,49,3,25,19,7,0.298,0.299,0.26,70,999
1026,Stephen Scott,,75,288,258,53,7,32,25,3,0.281,0.337,0.267,68,999
1027,Miguel Bleis,BOS,118,495,456,99,13,57,32,6,0.277,0.353,0.275,70,999
1028,Tomás Nido,DET,74,236,219,49,5,23,10,2,0.263,0.324,0.241,50,999
1029,Max Wagner,TEX,100,412,373,78,6,39,31,4,0.276,0.316,0.257,63,999
1030,Josh Rojas,KCR,95,330,292,66,4,35,33,1,0.304,0.329,0.276,72,999
1031,Jason Schiavone,HOU,84,306,260,40,5,41,34,11,0.278,0.254,0.243,52,999
1032,Gio Urshela,,88,312,286,71,4,26,21,1,0.299,0.35,0.272,71,999
1033,Kemp Alderman,MIA,136,538,498,129,17,63,31,5,0.307,0.416,0.304,93,999
1034,Rayne Doncon,MIN,84,334,305,65,8,31,26,1,0.275,0.357,0.266,67,999
