Name,Team,GS,G,IP,HR,SO,BB,HR/9,WHIP,ERA
Luarbert Arias,,1,31,46.3,6,33,21,1.16631,1.46868,5.054
Adam Tulloch,CLE,4,27,52.7,7,41,29,1.19545,1.537,4.95256
Jake Rice,,0,39,47,5,40,27,0.957447,1.55319,4.59574
Beck Way,KCR,5,34,62,7,42,33,1.01613,1.53226,5.22581
Jhosmer Alvarez,,0,27,38,4,26,20,0.947368,1.52632,4.73684
Elison Joseph,ATL,0,37,42.3,6,41,24,1.2766,1.48936,4.68085
Anderson Bido,,1,33,53,7,29,21,1.18868,1.49057,5.09434
Tyler Myrick,,0,38,49.3,6,30,18,1.09533,1.46045,4.74645
Nate Webb,,0,25,38.3,5,27,20,1.17493,1.56658,5.16971
Dylan Coleman,,0,37,36.7,4,37,29,0.980926,1.63488,5.3951
A.J. Puckett,,1,37,44,6,31,19,1.22727,1.47727,4.90909
Caleb Freeman,,0,40,44.3,6,37,25,1.21896,1.53499,4.87585
Kelvin Ramirez,LAD,0,41,46,7,39,25,1.36957,1.52174,5.08696
Lucas Gilbreath,COL,0,37,37.3,5,30,22,1.20643,1.6622,5.5496
Travis Kuhn,TOR,1,37,47.3,6,33,23,1.14165,1.47992,4.94715
Tyler Guilfoil,,5,32,68.7,10,58,36,1.31004,1.48472,4.97817
Austin Amaral,WSN,0,34,51.3,7,34,22,1.22807,1.48148,5.26316
Nathanael Heredia,,0,31,38.7,4,31,23,0.930233,1.52455,4.88372
Adonis Medina,,5,30,53,8,37,26,1.35849,1.58491,5.60377
Michael Hobbs,SEA,0,41,45.7,6,42,24,1.18162,1.46608,4.52954
Colton Johnson,,0,44,45.7,6,30,22,1.18162,1.53173,5.12035
Jesse Hahn,,0,36,36,5,26,18,1.25,1.61111,5.25
Carlos Romero,,0,35,46.7,6,36,24,1.15632,1.54176,5.01071
Andrew Schultz,STL,0,32,32,4,28,21,1.125,1.625,5.625
Jaydenn Estanista,WSN,0,33,38.7,5,33,25,1.16279,1.60207,5.5814
Jacob Wosinski,,1,34,48,7,34,21,1.3125,1.5,5.25
Evan Taylor,CHC,0,29,45.7,6,42,23,1.18162,1.40044,4.72648
Christian Chamberlain,KCR,0,40,42.7,5,41,28,1.05386,1.54567,4.84777
Jose Adames,,0,30,34.3,5,33,23,1.31195,1.63265,5.5102
Todd Peterson,,1,28,34.3,5,21,17,1.31195,1.63265,5.5102
Justin Kelly,,0,28,38.3,6,24,16,1.40992,1.51436,4.93473
Gerson Moreno,,0,36,39,5,38,25,1.15385,1.53846,4.84615
Conor Larkin,SEA,0,33,39.7,6,32,21,1.3602,1.51134,4.98741
Andrew Bechtold,PHI,0,36,37,6,34,23,1.45946,1.64865,5.35135
Jack Sinclair,WSN,1,45,54.3,7,42,27,1.16022,1.51013,4.97238
Kaleb Ort,LAA,0,42,40.3,7,38,22,1.56328,1.56328,5.3598
Jesus Cruz,,4,14,27.7,6,19,14,1.94946,1.66065,6.49819
Burch Smith,DET,0,32,33.7,6,28,16,1.60237,1.63205,5.60831
Helcris Olivárez,,3,27,36,4,36,27,1,1.58333,5.25
Tanner Dodson,,1,32,42,5,28,25,1.07143,1.66667,5.35714
Dan Hammer,NYM,2,26,39,5,32,27,1.15385,1.69231,5.76923
Chance Huff,WSN,4,32,53.7,8,33,26,1.34078,1.58287,5.36313
Garvin Alston,,0,30,39,5,24,20,1.15385,1.61538,5.30769
Conor Grammes,,1,30,35.7,4,33,24,1.0084,1.59664,4.78992
Sam Thoresen,,0,28,27.7,4,26,20,1.29964,1.62455,5.19856
Tyler Thornton,,0,29,35.3,5,36,21,1.27479,1.44476,4.84419
Clay Helvey,,0,30,43,6,35,24,1.25581,1.5814,5.02326
Dan Altavilla,,0,40,40.3,6,32,22,1.33995,1.56328,5.13648
Jose Cuas,KCR,0,36,36,5,33,22,1.25,1.61111,5.5
Kevin Kopps,,1,38,50.7,6,38,28,1.06509,1.55819,5.14793
Jordan Weems,,0,39,44,8,35,23,1.63636,1.59091,5.72727
Matt Merrill,,1,25,31.7,5,31,23,1.41956,1.67192,5.39432
Brett de Geus,,0,32,39,5,22,18,1.15385,1.58974,5.53846
Ian Villers,,0,33,49.3,6,30,20,1.09533,1.46045,4.74645
Pedro Santos,,1,35,36.7,5,34,28,1.22616,1.68937,5.3951
Jonathan Hughes,,0,26,35.7,5,23,17,1.2605,1.56863,5.29412
Shawn Rapp,,0,26,32.7,4,23,18,1.10092,1.52905,4.95413
Zack Weiss,,0,31,44.3,7,40,23,1.42212,1.53499,5.07901
Alfred Morillo,ARI,0,39,51,6,42,26,1.05882,1.47059,4.58824
Cayne Ueckert,,0,31,34,5,31,20,1.32353,1.55882,5.02941
Hunter Strickland,,0,39,39,6,28,20,1.38462,1.58974,5.53846
Railin Perez,HOU,0,36,55,7,50,30,1.14545,1.45455,4.74545
Tanner Kiest,,0,26,34.3,6,28,18,1.57434,1.6035,5.77259
Gil Luna,,0,32,33.7,4,30,26,1.06825,1.69139,5.60831
Michael Gomez,,1,29,42.3,5,31,22,1.06383,1.513,5.10638
Nate Savino,ARI,3,29,57.3,6,38,32,0.942408,1.58813,4.86911
Kelvin Bautista,,0,37,43.3,5,33,29,1.03926,1.68591,5.40416
Erasmo Ramírez,,1,31,44.3,8,30,15,1.62528,1.51242,5.07901
Edwin Núñez,,5,29,48.3,6,36,27,1.11801,1.53209,5.40373
Dylan Hecht,,0,38,36.7,5,29,19,1.22616,1.55313,4.90463
Leonardo Taveras,,2,29,44.3,6,37,27,1.21896,1.60271,5.28217
Carson Rudd,,3,23,45.7,8,31,26,1.57549,1.64114,6.10503
Ryan Sublette,LAD,1,34,47,7,42,30,1.34043,1.59574,5.55319
Landon Tomkins,PIT,0,41,46.7,6,31,20,1.15632,1.47752,4.81799
Erick Mejia,WSN,0,38,38,5,32,28,1.18421,1.76316,5.68421
Cole Hillier,SFG,0,29,55,7,40,26,1.14545,1.50909,4.90909
Natanael Garabitos,,0,31,34.3,4,24,23,1.04956,1.66181,5.5102
Ricky DeVito,,1,25,35.3,4,31,26,1.01983,1.67139,5.35411
Jordan Holloway,,0,27,27.3,4,27,23,1.31868,1.79487,5.27473
Bryan Shaw,,0,32,32,4,23,20,1.125,1.6875,5.625
Rich Hill,,17,18,77.7,16,61,40,1.85328,1.63449,6.02317
Michael Mariot,,11,18,64.3,12,38,23,1.67963,1.55521,5.59876
Brooks Crawford,,0,26,43.7,8,31,21,1.6476,1.57895,5.97254
Eli Saul,,1,47,54.3,6,37,27,0.994475,1.51013,4.64088
Jorge Juan,,0,28,35.7,5,32,23,1.2605,1.59664,5.29412
Ethan Routzahn,SDP,0,38,47.3,7,31,20,1.33192,1.47992,5.13742
Roman Phansalkar,,0,29,37,6,27,20,1.45946,1.59459,5.83784
Samuel Vásquez,MIA,0,37,43,6,31,26,1.25581,1.65116,5.23256
Zach Barnes,,0,27,37,5,24,20,1.21622,1.62162,5.10811
Lucas Sims,CHW,0,43,37.7,5,35,29,1.19363,1.67109,6.2069
Marlin Willis,,0,22,29.7,4,26,25,1.21212,1.81818,6.06061
Jake Smith,,1,30,42.3,5,33,32,1.06383,1.74941,5.74468
Livan Reinoso,,0,31,42.7,5,31,30,1.05386,1.68618,5.48009
Endrys Briceno,,0,22,32.7,6,23,20,1.65138,1.74312,6.33028
Jorge Benitez,,0,32,40.7,6,33,27,1.32678,1.62162,5.97052
Koyo Aoyagi,,4,17,24.3,4,16,28,1.48148,2.26337,8.14815
Casey Kelly,ARI,15,18,84.3,16,42,34,1.70818,1.6726,5.5516
